Date,Country,City,Specie,count,min,max,median,variance
3/26/2020,PH,Baguio,no2,24,2.3,17.4,6,176.98
4/22/2020,PH,Baguio,no2,2,7.8,10.6,7.8,39.2
5/7/2020,PH,Baguio,no2,24,1.9,12.8,3.7,132.56
5/24/2020,PH,Baguio,no2,19,1.4,139.3,3.2,21663.6
5/27/2020,PH,Baguio,no2,24,1.9,20.6,10.1,283.47
4/9/2020,PH,Baguio,no2,24,2.3,16.5,5.5,174.23
4/13/2020,PH,Baguio,no2,24,1.4,12.4,5.1,83.12
3/25/2020,PH,Baguio,no2,24,0.5,12.8,5.5,93.77
4/7/2020,PH,Baguio,no2,24,1,13.8,3.7,198.56
4/14/2020,PH,Baguio,no2,24,1.9,11.9,5.5,107.25
4/26/2020,PH,Baguio,no2,17,2.8,156.2,103.8,38268.1
5/22/2020,PH,Baguio,no2,13,9.2,20.2,15.6,149.96
2/23/2020,PH,Baguio,no2,12,1.9,26.1,5.5,517.15
3/23/2020,PH,Baguio,no2,24,1.9,11.9,4.2,70.41
5/12/2020,PH,Baguio,no2,24,1.4,16.5,6.4,209.01
3/28/2020,PH,Baguio,no2,24,0.5,15.6,5.1,157.69
5/5/2020,PH,Baguio,no2,24,2.3,11.9,4.2,52.79
3/19/2020,PH,Baguio,no2,3,2.3,2.8,2.3,0.83
3/29/2020,PH,Baguio,no2,15,3.2,10.1,5.1,46.78
4/12/2020,PH,Baguio,no2,24,1,14.7,3.2,172.5
4/19/2020,PH,Baguio,no2,17,1.4,155.4,61.6,40908
4/20/2020,PH,Baguio,no2,20,1,14.2,5.1,127.98
4/29/2020,PH,Baguio,no2,24,1.4,12.4,6,83.8
2/16/2020,PH,Baguio,no2,11,2.8,21.5,4.6,333.55
2/26/2020,PH,Baguio,no2,13,1.9,16,11.5,159.49
5/11/2020,PH,Baguio,no2,24,1,17,4.2,220.45
5/28/2020,PH,Baguio,no2,4,15.1,19.7,17.4,48.49
5/15/2020,PH,Baguio,wind-gust,2,11.3,22.6,11.3,638.45
5/16/2020,PH,Baguio,wind-gust,3,16.4,16.4,16.4,0
1/11/2020,PH,Baguio,pm10,13,9,46,29,1103.08
2/20/2020,PH,Baguio,pm10,28,2,75,28,5297.94
2/22/2020,PH,Baguio,pm10,19,1,78,22,7810.41
5/19/2020,PH,Baguio,pm10,24,1,106,40,11234.2
1/6/2020,PH,Baguio,pm10,9,1,9,2,68.61
3/6/2020,PH,Baguio,pm10,35,1,81,16,6906.17
3/20/2020,PH,Baguio,pm10,47,1,83,19,5668.83
2/10/2020,PH,Baguio,pm10,20,1,55,7,2725.89
2/28/2020,PH,Baguio,pm10,15,1,74,42,7744.1
1/14/2020,PH,Baguio,pm10,31,1,69,19,3203.03
2/13/2020,PH,Baguio,pm10,47,1,75,26,4154.92
3/17/2020,PH,Baguio,pm10,12,1,84,49,9895.38
4/20/2020,PH,Baguio,pm10,39,1,54,10,2570.94
2/12/2020,PH,Baguio,pm10,28,1,70,25,4457.67
1/24/2020,PH,Baguio,pm10,10,4,47,6,3503.22
4/8/2020,PH,Baguio,pm10,47,1,78,17,4414.29
1/16/2020,PH,Baguio,pm10,39,1,126,20,6500.42
3/10/2020,PH,Baguio,pm10,24,2,77,29,5370.36
4/12/2020,PH,Baguio,pm10,47,1,66,14,3371.72
4/28/2020,PH,Baguio,pm10,24,1,32,7,418.53
2/1/2020,PH,Baguio,pm10,22,1,64,11,5176.1
1/5/2020,PH,Baguio,pm10,7,3,53,16,4896.19
2/4/2020,PH,Baguio,pm10,24,9,87,29,4478.26
3/1/2020,PH,Baguio,pm10,23,1,74,22,7080.87
5/1/2020,PH,Baguio,pm10,7,2,10,6,83.33
1/3/2020,PH,Baguio,pm10,16,1,75,37,6318
1/28/2020,PH,Baguio,pm10,24,5,66,36,4202.61
2/5/2020,PH,Baguio,pm10,23,1,64,19,3611.11
2/17/2020,PH,Baguio,pm10,26,1,54,25,3011.65
4/17/2020,PH,Baguio,pm10,38,1,78,10,4244.41
1/19/2020,PH,Baguio,pm10,28,1,71,17,5392.31
2/16/2020,PH,Baguio,pm10,44,1,92,27,5176.97
2/27/2020,PH,Baguio,pm10,21,1,55,10,4096.62
4/3/2020,PH,Baguio,pm10,45,1,64,11,3660.07
4/24/2020,PH,Baguio,pm10,18,1,38,7,1303.3
4/26/2020,PH,Baguio,pm10,24,1,22,13,384.06
2/11/2020,PH,Baguio,pm10,35,1,61,13,2283.5
3/14/2020,PH,Baguio,pm10,24,8,43,16,621.67
5/27/2020,PH,Baguio,pm10,23,1,30,16,608.06
1/1/2020,PH,Baguio,pm10,22,1,62,13,3813.7
3/23/2020,PH,Baguio,pm10,43,1,74,15,3763.02
5/13/2020,PH,Baguio,pm10,12,1,31,13,841.52
5/24/2020,PH,Baguio,pm10,24,1,79,16,2737.37
1/18/2020,PH,Baguio,pm10,43,2,65,20,3068.36
3/27/2020,PH,Baguio,pm10,40,1,75,13,3596.66
1/20/2020,PH,Baguio,pm10,33,1,53,16,1998.77
3/21/2020,PH,Baguio,pm10,47,1,71,17,4903.31
5/3/2020,PH,Baguio,pm10,24,5,38,11,859.93
2/24/2020,PH,Baguio,pm10,21,1,55,33,3665.14
4/16/2020,PH,Baguio,pm10,42,1,147,16,7733.69
4/21/2020,PH,Baguio,pm10,46,1,63,9,3009.02
5/2/2020,PH,Baguio,pm10,22,1,38,10,936.71
5/4/2020,PH,Baguio,pm10,24,1,24,10,519.06
5/18/2020,PH,Baguio,pm10,17,1,138,12,20314.3
3/16/2020,PH,Baguio,pm10,7,1,82,73,11811.4
3/28/2020,PH,Baguio,pm10,40,1,72,16,5283.17
5/23/2020,PH,Baguio,pm10,24,1,73,15,4893.84
2/7/2020,PH,Baguio,pm10,22,1,57,26,2816.47
2/23/2020,PH,Baguio,pm10,17,1,78,46,6850.29
2/29/2020,PH,Baguio,pm10,18,1,78,28,8588.24
3/12/2020,PH,Baguio,pm10,34,1,88,10,6198.04
5/7/2020,PH,Baguio,pm10,24,1,27,10,364.35
5/20/2020,PH,Baguio,pm10,24,1,87,5,6600.87
5/22/2020,PH,Baguio,pm10,14,1,86,18,8049.51
5/26/2020,PH,Baguio,pm10,24,8,58,16,1497.1
1/25/2020,PH,Baguio,pm10,23,1,38,19,1691.19
5/28/2020,PH,Baguio,pm10,4,13,43,28,1502.5
1/10/2020,PH,Baguio,pm10,18,1,132,36,7943.4
1/13/2020,PH,Baguio,pm10,17,1,23,3,524.41
4/14/2020,PH,Baguio,pm10,27,1,71,14,5602.51
1/7/2020,PH,Baguio,pm10,21,1,829,33,311446
1/15/2020,PH,Baguio,pm10,25,4,56,9,2643.33
2/14/2020,PH,Baguio,pm10,32,1,75,23,5326.94
2/15/2020,PH,Baguio,pm10,27,1,72,8,5058.49
5/11/2020,PH,Baguio,pm10,24,1,17,10,336.94
1/4/2020,PH,Baguio,pm10,17,1,56,28,2732.21
3/13/2020,PH,Baguio,pm10,39,1,83,17,6109.76
3/22/2020,PH,Baguio,pm10,47,1,86,17,5369.12
4/15/2020,PH,Baguio,pm10,44,1,62,14,2227.88
5/21/2020,PH,Baguio,pm10,24,1,84,24,4337.37
2/3/2020,PH,Baguio,pm10,18,1,55,20,3760.29
1/31/2020,PH,Baguio,pm10,24,2,65,24,4264.62
2/2/2020,PH,Baguio,pm10,22,1,88,16,6439.68
3/15/2020,PH,Baguio,pm10,17,5,35,13,575.96
4/29/2020,PH,Baguio,pm10,24,1,18,5,146.09
1/17/2020,PH,Baguio,pm10,43,1,71,19,2980.42
3/11/2020,PH,Baguio,pm10,28,3,90,15,7536.56
3/25/2020,PH,Baguio,pm10,40,1,71,9,3826.13
4/19/2020,PH,Baguio,pm10,41,1,66,8,3678.89
5/8/2020,PH,Baguio,pm10,23,1,33,11,538.93
5/15/2020,PH,Baguio,pm10,6,1,28,4,1362.67
1/21/2020,PH,Baguio,pm10,20,1,58,24,3953.05
1/30/2020,PH,Baguio,pm10,24,5,61,25,3002.54
3/18/2020,PH,Baguio,pm10,15,1,83,51,8972.57
4/10/2020,PH,Baguio,pm10,42,1,70,11,3097.2
4/27/2020,PH,Baguio,pm10,24,1,31,8,415.65
1/8/2020,PH,Baguio,pm10,15,1,60,11,5229.81
4/11/2020,PH,Baguio,pm10,46,1,70,12,3884.22
4/18/2020,PH,Baguio,pm10,41,1,64,12,3237.99
5/17/2020,PH,Baguio,pm10,11,1,15,4,308.91
3/26/2020,PH,Baguio,pm10,36,1,76,14,5156.66
3/3/2020,PH,Baguio,pm10,16,3,38,9,1235.62
3/9/2020,PH,Baguio,pm10,24,3,78,40,4754.62
4/5/2020,PH,Baguio,pm10,47,1,69,9,4465.21
4/7/2020,PH,Baguio,pm10,46,1,78,14,3824.58
4/30/2020,PH,Baguio,pm10,22,1,34,5,618.72
2/9/2020,PH,Baguio,pm10,22,1,29,5,1068.48
2/8/2020,PH,Baguio,pm10,24,1,51,12,1691.23
3/24/2020,PH,Baguio,pm10,45,1,64,10,3839.37
4/6/2020,PH,Baguio,pm10,46,1,70,8,4451.75
5/14/2020,PH,Baguio,pm10,8,1,20,10,778.39
2/6/2020,PH,Baguio,pm10,20,1,58,11,3857.26
2/19/2020,PH,Baguio,pm10,16,8,77,28,5497.62
3/2/2020,PH,Baguio,pm10,27,2,72,13,6335.58
4/9/2020,PH,Baguio,pm10,45,1,70,11,3965.1
2/18/2020,PH,Baguio,pm10,12,1,57,31,4362.73
1/26/2020,PH,Baguio,pm10,24,1,65,16,4056.23
1/27/2020,PH,Baguio,pm10,23,1,59,33,4670.28
3/5/2020,PH,Baguio,pm10,46,1,82,18,4950.96
3/7/2020,PH,Baguio,pm10,23,1,80,41,6532.09
4/1/2020,PH,Baguio,pm10,39,1,82,17,5850.7
4/2/2020,PH,Baguio,pm10,35,1,63,9,3633.5
4/4/2020,PH,Baguio,pm10,45,5,93,19,5611.46
1/12/2020,PH,Baguio,pm10,24,2,46,20,1113.03
5/10/2020,PH,Baguio,pm10,24,2,32,10,369.49
5/25/2020,PH,Baguio,pm10,24,3,24,14,306.67
5/6/2020,PH,Baguio,pm10,24,1,25,12,512.17
3/8/2020,PH,Baguio,pm10,23,2,92,73,6144.82
3/29/2020,PH,Baguio,pm10,26,1,70,10,5712.26
3/30/2020,PH,Baguio,pm10,29,1,70,20,5291.16
3/31/2020,PH,Baguio,pm10,41,1,78,10,6258.99
4/22/2020,PH,Baguio,pm10,14,8,57,23,1999.12
1/29/2020,PH,Baguio,pm10,24,4,68,25,4414.71
4/13/2020,PH,Baguio,pm10,28,1,79,12,7044.07
3/4/2020,PH,Baguio,pm10,32,1,64,15,3603.46
5/5/2020,PH,Baguio,pm10,22,1,36,6,1041.56
5/9/2020,PH,Baguio,pm10,13,10,30,18,282.44
1/9/2020,PH,Baguio,pm10,20,1,76,29,5325.16
2/25/2020,PH,Baguio,pm10,18,1,53,26,3697.12
2/26/2020,PH,Baguio,pm10,29,1,67,28,4338.99
3/19/2020,PH,Baguio,pm10,23,1,80,16,8391.7
4/25/2020,PH,Baguio,pm10,23,1,55,11,1349.96
5/12/2020,PH,Baguio,pm10,19,6,23,12,222.51
2/21/2020,PH,Baguio,pm10,33,1,69,21,5715.68
4/21/2020,PH,Baguio,pressure,32,851.8,1014,1011,48854.9
5/5/2020,PH,Baguio,pressure,30,851.5,1012,1010,50714.6
1/8/2020,PH,Baguio,pressure,8,851.8,853.9,852.7,7.14
2/2/2020,PH,Baguio,pressure,7,853.2,855.7,854.3,8.92
2/4/2020,PH,Baguio,pressure,8,851.6,853.5,852.9,6.54
2/27/2020,PH,Baguio,pressure,8,852.2,853.9,852.6,5.36
4/18/2020,PH,Baguio,pressure,30,853,1015,1013,51618.7
3/2/2020,PH,Baguio,pressure,30,851.6,1015,1012,52235.6
3/11/2020,PH,Baguio,pressure,8,852.2,855.1,853.1,11.34
4/15/2020,PH,Baguio,pressure,32,852,1015,1012,49546.1
5/6/2020,PH,Baguio,pressure,32,851,1012,1009,48231.4
5/23/2020,PH,Baguio,pressure,23,1009,1013,1011,20.55
1/9/2020,PH,Baguio,pressure,8,851.2,853.3,852.1,5.31
1/10/2020,PH,Baguio,pressure,7,849.7,852.4,850.7,9.36
3/27/2020,PH,Baguio,pressure,40,852,1015,1011,62882
5/16/2020,PH,Baguio,pressure,24,1006,1010,1008,12.97
5/20/2020,PH,Baguio,pressure,24,1008,1011,1010,9.55
1/12/2020,PH,Baguio,pressure,19,849,1011,1008,62494.8
4/26/2020,PH,Baguio,pressure,31,852,1014,1012,50186.8
1/13/2020,PH,Baguio,pressure,32,849.1,1012,1010,49711.8
2/1/2020,PH,Baguio,pressure,7,852.8,854.6,853,6.88
2/26/2020,PH,Baguio,pressure,8,852.6,854.2,853.3,4.37
2/29/2020,PH,Baguio,pressure,8,851.5,853.5,852.4,4.78
3/21/2020,PH,Baguio,pressure,32,853,1016,1013,49408.4
1/3/2020,PH,Baguio,pressure,7,853.6,1055.6,854.4,57863.3
1/11/2020,PH,Baguio,pressure,7,849.1,851.8,850.5,8.49
4/12/2020,PH,Baguio,pressure,32,850.8,1014,1011,49332.5
5/1/2020,PH,Baguio,pressure,32,850.6,1013,1011,49116.2
5/13/2020,PH,Baguio,pressure,24,1007,1012,1011,20.71
3/10/2020,PH,Baguio,pressure,7,851.3,853.9,852.8,10.1
3/12/2020,PH,Baguio,pressure,8,853.4,855.8,853.9,8.44
3/17/2020,PH,Baguio,pressure,31,853.4,1018,1015,46959.3
5/15/2020,PH,Baguio,pressure,24,1004,1010,1008,30.14
5/3/2020,PH,Baguio,pressure,30,850.1,1012,1010,41193.2
1/21/2020,PH,Baguio,pressure,30,854.7,1020,1017,48603.4
4/4/2020,PH,Baguio,pressure,31,852.9,1015,1013,50575.3
4/8/2020,PH,Baguio,pressure,31,850.8,1014,1011,50279.2
4/10/2020,PH,Baguio,pressure,32,853.2,1016,1014,49686
4/22/2020,PH,Baguio,pressure,32,851.5,1013,1011,48718.3
1/26/2020,PH,Baguio,pressure,8,850.4,852.5,851.1,6.4
3/24/2020,PH,Baguio,pressure,35,851.2,1014,1012,56697.8
4/3/2020,PH,Baguio,pressure,31,852.9,1016,1013,50640
5/19/2020,PH,Baguio,pressure,23,1008,1011,1009,8.62
3/1/2020,PH,Baguio,pressure,20,851.6,1014,1011,64597.7
4/9/2020,PH,Baguio,pressure,32,654.4,1016,1012,77271.5
1/5/2020,PH,Baguio,pressure,7,852.7,855,854.2,8.7
2/28/2020,PH,Baguio,pressure,8,851.7,853.9,852.1,8.34
4/24/2020,PH,Baguio,pressure,32,851.3,1013,1011,48970.7
5/2/2020,PH,Baguio,pressure,31,849.8,1012,1010,45657.4
1/6/2020,PH,Baguio,pressure,8,852.3,854.9,853.7,9.37
3/5/2020,PH,Baguio,pressure,31,850.8,1015,1012,50733.9
3/7/2020,PH,Baguio,pressure,8,851.8,854.2,852.3,8.05
3/30/2020,PH,Baguio,pressure,32,850.8,1013,1011,49159.7
4/11/2020,PH,Baguio,pressure,29,852,1015,1013,48482.5
1/17/2020,PH,Baguio,pressure,18,851.4,1015,1012,60538.1
1/31/2020,PH,Baguio,pressure,6,850.5,853.8,852.9,15.62
2/6/2020,PH,Baguio,pressure,7,852.1,854.1,853.9,9.39
3/6/2020,PH,Baguio,pressure,20,851.3,1015,1012,64976.8
5/9/2020,PH,Baguio,pressure,29,850.8,1012,1010,37172.7
1/27/2020,PH,Baguio,pressure,8,850.2,851.8,850.4,4.64
3/3/2020,PH,Baguio,pressure,25,852.5,1016,1014,10441.2
4/13/2020,PH,Baguio,pressure,32,850.6,1014,1011,49507.6
5/12/2020,PH,Baguio,pressure,22,1007,1012,1010,17.75
5/8/2020,PH,Baguio,pressure,30,851,1012,1009,41213.4
5/28/2020,PH,Baguio,pressure,3,1012,1013,1012,3.33
1/18/2020,PH,Baguio,pressure,8,851.5,854,852.8,10.28
1/29/2020,PH,Baguio,pressure,8,850.5,853.2,851.1,7.24
2/3/2020,PH,Baguio,pressure,7,853.1,855.1,853.8,5.82
4/1/2020,PH,Baguio,pressure,31,851.6,1015,1012,45764.6
4/29/2020,PH,Baguio,pressure,26,853.7,1014,1012,18571.7
1/14/2020,PH,Baguio,pressure,32,850.2,1015,1011,49916.5
4/23/2020,PH,Baguio,pressure,32,852.1,1014,1011,48907.3
5/10/2020,PH,Baguio,pressure,23,1007,1012,1011,21.11
5/24/2020,PH,Baguio,pressure,22,1010,1014,1012,12.75
1/16/2020,PH,Baguio,pressure,31,851.9,1015,1013,46281.4
1/23/2020,PH,Baguio,pressure,29,852.9,1017,1016,38789
1/24/2020,PH,Baguio,pressure,31,852.6,1016,1015,46861.1
3/18/2020,PH,Baguio,pressure,32,852.1,1017,1013,49898.6
3/29/2020,PH,Baguio,pressure,30,850.8,1013,1010,55180.8
5/11/2020,PH,Baguio,pressure,24,1007,1012,1011,29.98
1/30/2020,PH,Baguio,pressure,8,850.1,852,850.3,8.05
3/8/2020,PH,Baguio,pressure,8,850.1,853.4,851.4,10.68
4/17/2020,PH,Baguio,pressure,32,852.4,1015,1013,49392.4
5/21/2020,PH,Baguio,pressure,24,1007,1011,1009,9.78
1/28/2020,PH,Baguio,pressure,8,850.4,852.2,850.9,5.87
2/5/2020,PH,Baguio,pressure,8,851.4,854.1,852.3,11.11
3/23/2020,PH,Baguio,pressure,32,851.6,1014,1012,49241.5
4/6/2020,PH,Baguio,pressure,30,850.5,1015,1011,51746.6
4/14/2020,PH,Baguio,pressure,32,851.4,1015,1012,49827
1/7/2020,PH,Baguio,pressure,8,852.4,854.7,852.8,9.38
2/9/2020,PH,Baguio,pressure,4,854.7,856.1,854.7,4.63
5/25/2020,PH,Baguio,pressure,24,1010,1013,1012,10.85
1/25/2020,PH,Baguio,pressure,17,851.1,1015,1013,67189.3
3/4/2020,PH,Baguio,pressure,25,853.4,1015,1013,10244
3/14/2020,PH,Baguio,pressure,8,851.9,854.2,852.9,8
3/20/2020,PH,Baguio,pressure,31,852.2,1015,1013,46204.3
5/7/2020,PH,Baguio,pressure,31,851.4,1012,1010,45029.6
3/15/2020,PH,Baguio,pressure,8,852.4,854.7,852.9,8.11
3/22/2020,PH,Baguio,pressure,31,852.5,1015,1013,46150.1
4/19/2020,PH,Baguio,pressure,32,852.2,1015,1012,49224.6
4/28/2020,PH,Baguio,pressure,26,853.5,1014,1012,18562.6
1/22/2020,PH,Baguio,pressure,32,854.5,1019,1017,50791.2
3/25/2020,PH,Baguio,pressure,40,850.9,1014,1011,63330
5/4/2020,PH,Baguio,pressure,32,851.2,1012,1010,48479.6
5/14/2020,PH,Baguio,pressure,23,1008,1012,1010,13.6
3/28/2020,PH,Baguio,pressure,40,850.7,1014,1009,62508.6
4/30/2020,PH,Baguio,pressure,31,851.9,1014,1013,45992.1
2/8/2020,PH,Baguio,pressure,8,853.4,855.6,854.3,7.03
3/13/2020,PH,Baguio,pressure,7,853.8,856.9,854.5,12.75
4/16/2020,PH,Baguio,pressure,31,851.4,1015,1011,50499.5
5/17/2020,PH,Baguio,pressure,21,1005,1009,1008,13.57
5/26/2020,PH,Baguio,pressure,21,1009,1013,1012,13.9
3/26/2020,PH,Baguio,pressure,38,851.8,1015,1012,61405.8
4/25/2020,PH,Baguio,pressure,32,851.7,1014,1012,49160.8
1/4/2020,PH,Baguio,pressure,8,851.9,854.3,853,7.71
4/5/2020,PH,Baguio,pressure,30,852.1,1015,1012,51713
4/7/2020,PH,Baguio,pressure,31,850.7,1013,1011,45979.5
4/27/2020,PH,Baguio,pressure,30,852,1014,1012,46841.6
1/15/2020,PH,Baguio,pressure,30,851.8,1016,1013,52300.8
1/19/2020,PH,Baguio,pressure,8,852.2,855.5,853.4,16.36
1/20/2020,PH,Baguio,pressure,20,853.3,1018,1015,65890.8
2/7/2020,PH,Baguio,pressure,8,853.3,855.4,853.6,8.98
5/27/2020,PH,Baguio,pressure,18,1010,1014,1011,17.94
3/16/2020,PH,Baguio,pressure,26,852.6,1016,1014,53166.4
3/19/2020,PH,Baguio,pressure,28,852.2,1015,1012,54106.2
3/31/2020,PH,Baguio,pressure,31,851.6,1014,1012,45921.2
4/20/2020,PH,Baguio,pressure,31,852.4,1014,1012,50007.7
5/18/2020,PH,Baguio,pressure,24,1006,1011,1008,18.53
3/9/2020,PH,Baguio,pressure,8,850,852.4,851.1,7.68
4/2/2020,PH,Baguio,pressure,31,852.3,1016,1013,46142.2
5/22/2020,PH,Baguio,pressure,24,1008,1011,1009,8.04
5/22/2020,PH,Baguio,co,14,0.1,0.2,0.1,0.01
4/26/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/16/2020,PH,Baguio,co,3,0.1,0.1,0.1,0
4/25/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/12/2020,PH,Baguio,co,18,0.1,0.1,0.1,0
1/18/2020,PH,Baguio,co,2,0.2,0.2,0.2,0
4/8/2020,PH,Baguio,co,3,0.2,0.2,0.2,0
5/11/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/19/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/25/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
2/23/2020,PH,Baguio,co,3,0.2,0.2,0.2,0
3/22/2020,PH,Baguio,co,3,0.2,0.2,0.2,0
5/10/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/18/2020,PH,Baguio,co,17,0.1,0.1,0.1,0
3/14/2020,PH,Baguio,co,3,0.2,0.2,0.2,0
5/1/2020,PH,Baguio,co,7,0.1,0.1,0.1,0
5/24/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/5/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/9/2020,PH,Baguio,co,15,0.1,0.1,0.1,0
5/20/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/26/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
3/27/2020,PH,Baguio,co,2,0.2,0.2,0.2,0
4/28/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/7/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/17/2020,PH,Baguio,co,11,0.1,0.1,0.1,0
5/23/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
2/11/2020,PH,Baguio,co,3,0.2,0.2,0.2,0
4/22/2020,PH,Baguio,co,2,0.1,0.1,0.1,0
4/20/2020,PH,Baguio,co,4,0.1,0.1,0.1,0
4/24/2020,PH,Baguio,co,18,0.1,0.1,0.1,0
1/20/2020,PH,Baguio,co,2,0.2,0.2,0.2,0
3/21/2020,PH,Baguio,co,6,0.2,0.3,0.2,0.02
5/4/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/6/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/13/2020,PH,Baguio,co,10,0.1,0.2,0.1,0.01
5/14/2020,PH,Baguio,co,11,0.1,0.1,0.1,0
5/28/2020,PH,Baguio,co,4,0.1,0.1,0.1,0
3/4/2020,PH,Baguio,co,3,0.2,0.2,0.2,0
4/29/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
4/7/2020,PH,Baguio,co,4,0.2,0.2,0.2,0
4/30/2020,PH,Baguio,co,23,0.1,0.1,0.1,0
4/27/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/27/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
1/15/2020,PH,Baguio,co,2,0.2,0.2,0.2,0
4/6/2020,PH,Baguio,co,2,0.2,0.2,0.2,0
5/15/2020,PH,Baguio,co,6,0.1,0.1,0.1,0
1/13/2020,PH,Baguio,co,3,0.2,0.2,0.2,0
3/20/2020,PH,Baguio,co,3,0.2,0.2,0.2,0
5/3/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
1/17/2020,PH,Baguio,co,2,0.2,0.3,0.2,0.05
4/21/2020,PH,Baguio,co,23,0.1,0.1,0.1,0
5/2/2020,PH,Baguio,co,23,0.1,0.1,0.1,0
5/8/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
5/21/2020,PH,Baguio,co,24,0.1,0.1,0.1,0
4/11/2020,PH,Baguio,co,4,0.2,0.2,0.2,0
4/14/2020,PH,Baguio,co,3,0.2,0.2,0.2,0
5/22/2020,PH,Baguio,so2,14,2.6,7.1,5.6,12.25
5/27/2020,PH,Baguio,so2,24,3.1,8.2,6.1,12.07
2/16/2020,PH,Baguio,so2,11,5.6,7.1,6.1,2.73
4/26/2020,PH,Baguio,so2,18,2.1,188.5,80.6,54518.1
4/30/2020,PH,Baguio,so2,23,4.1,10.2,5.6,18.9
5/4/2020,PH,Baguio,so2,24,3.6,7.6,6.1,10.42
5/7/2020,PH,Baguio,so2,24,4.1,7.6,5.6,8.15
5/17/2020,PH,Baguio,so2,14,4.1,7.1,5.1,14.95
3/31/2020,PH,Baguio,so2,24,2.1,8.2,5.1,14.25
4/8/2020,PH,Baguio,so2,24,3.1,7.6,5.6,12.75
4/24/2020,PH,Baguio,so2,14,5.1,210.7,5.6,29993
5/11/2020,PH,Baguio,so2,24,4.1,8.7,5.6,8.82
3/13/2020,PH,Baguio,so2,23,3.1,7.6,5.6,11.21
3/27/2020,PH,Baguio,so2,24,2.1,10.7,5.1,37.68
4/11/2020,PH,Baguio,so2,24,2.6,11.7,6.1,55.07
4/14/2020,PH,Baguio,so2,24,4.1,8.2,6.1,9.74
4/25/2020,PH,Baguio,so2,7,70.1,197.6,119.6,23638.6
5/18/2020,PH,Baguio,so2,24,4.6,16.3,5.6,55.64
3/19/2020,PH,Baguio,so2,3,5.6,6.1,6.1,0.83
3/24/2020,PH,Baguio,so2,24,5.1,10.2,6.1,21.56
3/28/2020,PH,Baguio,so2,24,2.6,9.7,5.6,33.5
4/6/2020,PH,Baguio,so2,24,2.6,7.1,5.6,10.43
4/9/2020,PH,Baguio,so2,23,3.1,7.6,5.6,8.1
5/6/2020,PH,Baguio,so2,24,3.6,10.2,5.1,19.29
4/28/2020,PH,Baguio,so2,24,2.1,9.2,5.6,14.53
5/12/2020,PH,Baguio,so2,24,3.6,10.7,5.6,21.25
1/13/2020,PH,Baguio,so2,2,2.1,5.6,2.1,61.25
2/26/2020,PH,Baguio,so2,12,5.1,8.7,6.1,7.83
3/22/2020,PH,Baguio,so2,7,5.1,8.7,6.1,13.13
4/17/2020,PH,Baguio,so2,17,4.6,204.8,5.6,26390.4
4/18/2020,PH,Baguio,so2,11,5.6,177,152.2,35281.6
4/21/2020,PH,Baguio,so2,23,4.1,7.1,5.6,5.3
5/14/2020,PH,Baguio,so2,18,4.1,15.2,6.6,69.24
2/23/2020,PH,Baguio,so2,12,5.1,8.2,6.1,7.39
4/2/2020,PH,Baguio,so2,24,3.1,14.7,5.1,54.39
5/2/2020,PH,Baguio,so2,11,56.9,208,125.6,19540.4
5/24/2020,PH,Baguio,so2,16,4.6,193.8,5.6,37112.7
4/13/2020,PH,Baguio,so2,24,4.1,7.1,5.1,5.87
4/19/2020,PH,Baguio,so2,14,3.1,191.2,5.6,47409.7
4/27/2020,PH,Baguio,so2,24,3.6,8.2,5.1,12.77
5/3/2020,PH,Baguio,so2,18,4.1,215.4,6.6,42803.3
2/25/2020,PH,Baguio,so2,24,5.1,7.1,6.1,2.39
4/10/2020,PH,Baguio,so2,24,2.1,9.7,6.1,24.94
4/15/2020,PH,Baguio,so2,24,3.6,8.2,5.6,8.47
5/26/2020,PH,Baguio,so2,24,4.6,7.1,5.6,4.33
2/17/2020,PH,Baguio,so2,18,5.6,8.7,6.1,6.98
3/14/2020,PH,Baguio,so2,24,5.1,7.6,5.6,4.93
3/15/2020,PH,Baguio,so2,17,3.6,8.2,6.1,11.97
4/5/2020,PH,Baguio,so2,24,3.6,8.2,5.6,12.59
4/16/2020,PH,Baguio,so2,24,2.6,7.6,5.6,14.28
5/9/2020,PH,Baguio,so2,9,20.3,210.8,105.8,44184.2
